,page,country,rev_id,rev_ids,ratings,Geography,Population mid-2018 (millions)
43568,Marlon Tábora Muñoz,hondura,802009929.0,802009929.0,C,,
43569,Marco Aurelio Soto,hondura,802955117.0,802955117.0,Start,,
43570,Arnoldo José Avilés García,hondura,803808871.0,803808871.0,Stub,,
43571,Coronado Chávez,hondura,803835401.0,803835401.0,Stub,,
43572,Florencio Xatruch,hondura,803835755.0,803835755.0,Start,,
43573,Ramón Villeda Morales,hondura,803836305.0,803836305.0,Start,,
43574,Roberto Suazo Córdova,hondura,803836472.0,803836472.0,Stub,,
43575,Rafael Leonardo Callejas Romero,hondura,803836551.0,803836551.0,C,,
43576,Vicente Mejía Colindres,hondura,804127803.0,804127803.0,Stub,,
43577,Miguel Paz Barahona,hondura,804127877.0,804127877.0,Stub,,
43578,Rafael López Gutiérrez,hondura,804128734.0,804128734.0,Stub,,
43579,Francisco Bertrand,hondura,804129698.0,804129698.0,Stub,,
43580,Miguel R. Dávila,hondura,804130200.0,804130200.0,Stub,,
43581,Manuel Bonilla,hondura,804130440.0,804130440.0,Stub,,
43582,Terencio Sierra,hondura,804131272.0,804131272.0,Stub,,
43583,Policarpo Bonilla,hondura,804131604.0,804131604.0,Start,,
43584,Ponciano Leiva,hondura,804131948.0,804131948.0,Stub,,
43585,José María Medina,hondura,804133123.0,804133123.0,Start,,
43586,José Santos Guardiola,hondura,804133555.0,804133555.0,Start,,
43587,José Lino Matute,hondura,804138803.0,804138803.0,Stub,,
43588,José Santiago Bueso,hondura,804139010.0,804139010.0,Stub,,
43589,Francisco de Aguilar (politician),hondura,804139208.0,804139208.0,Stub,,
43590,José Francisco Montes,hondura,804139258.0,804139258.0,Stub,,
43591,Victoriano Castellanos,hondura,804139730.0,804139730.0,Stub,,
43592,Francisco Inestroza,hondura,804139800.0,804139800.0,Stub,,
43593,Francisco Cruz Castro,hondura,804139868.0,804139868.0,Stub,,
43594,Marcelino Mejía,hondura,804140099.0,804140099.0,Stub,,
43595,Crescencio Gómez,hondura,804140159.0,804140159.0,Stub,,
43596,Miguel Oquelí Bustillo,hondura,804140314.0,804140314.0,Stub,,
43597,Francisco Bueso,hondura,804140447.0,804140447.0,Stub,,
43598,Gabriela Nuñez,hondura,804587565.0,804587565.0,Start,,
43599,Augusto Coello,hondura,805055004.0,805055004.0,Stub,,
43600,George Romeo Silvestri,hondura,805248828.0,805248828.0,Stub,,
43601,Salvador Nasralla,hondura,805625721.0,805625721.0,Start,,
43602,Edmundo Orellana,hondura,805984131.0,805984131.0,Stub,,
43603,Rafael Pineda Ponce,hondura,806178799.0,806178799.0,C,,
43604,Selvin Laínez,hondura,806796619.0,806796619.0,Stub,,
43605,Ana Julia García,hondura,806875293.0,806875293.0,Stub,,
43606,Francisco Ferrera,hondura,806948506.0,806948506.0,Stub,,
43607,Juan Ángel Arias Boquín,hondura,807445333.0,807445333.0,Start,,
43608,Francisco Zelaya y Ayes,hondura,807445395.0,807445395.0,Stub,,
44410,Vicente Flores,incan,706771757.0,706771757.0,Stub,,
44411,María Sumire,incan,783850857.0,783850857.0,Start,,
44412,Túpac Amaru,incan,801587917.0,801587917.0,C,,
44413,Pachacuti,incan,803601556.0,803601556.0,C,,
44414,Túpac Katari,incan,804527512.0,804527512.0,C,,
44415,Hilaria Supa,incan,805475200.0,805475200.0,C,,
44416,Túpac Amaru II,incan,806761543.0,806761543.0,C,,
44701,Khozh-Ahmed Noukhayev,chechen,707217873.0,707217873.0,C,,
44702,Alibek Delimkhanov,chechen,762868684.0,762868684.0,Stub,,
44703,Beibulat Taimiev,chechen,765616552.0,765616552.0,Start,,
44704,Isa Gendergenoevsky,chechen,772274868.0,772274868.0,Stub,,
44705,Ibragim Khultygov,chechen,782430810.0,782430810.0,Stub,,
44706,Movladi Udugov,chechen,783907075.0,783907075.0,C,,
44707,Doku Zavgayev,chechen,784167327.0,784167327.0,Start,,
44708,Head of the Chechen Republic,chechen,786231010.0,786231010.0,Start,,
44709,Mairbek Sheripov,chechen,787163671.0,787163671.0,Stub,,
44710,Alu Alkhanov,chechen,789327678.0,789327678.0,C,,
44711,Adam Delimkhanov,chechen,789328171.0,789328171.0,Start,,
44712,Aslambek Aslakhanov,chechen,789949907.0,789949907.0,Stub,,
44713,Ruslan Khasbulatov,chechen,791803238.0,791803238.0,Start,,
44714,Sergey Abramov (politician),chechen,794171049.0,794171049.0,Stub,,
44715,Malik Saidullaev,chechen,794893770.0,794893770.0,Start,,
44716,Akhmed Zakayev,chechen,797214106.0,797214106.0,B,,
44717,Sheikh Mansur,chechen,797258871.0,797258871.0,Start,,
44718,Ali Mitayev,chechen,798580067.0,798580067.0,Start,,
44719,Turpal-Ali Atgeriyev,chechen,801036587.0,801036587.0,Start,,
44720,Akhmad Kadyrov,chechen,802665757.0,802665757.0,C,,
44721,Dzhokhar Dudayev,chechen,802950350.0,802950350.0,C,,
44722,Ilyas Akhmadov,chechen,803177211.0,803177211.0,Start,,
44723,Ruslan Gelayev,chechen,803469952.0,803469952.0,B,,
44724,President of Ichkeria,chechen,804275742.0,804275742.0,Start,,
44725,Said-Khasanom Abumuslimov,chechen,804276832.0,804276832.0,Stub,,
44726,Vakha Arsanov,chechen,804276940.0,804276940.0,C,,
44727,Shamil Basayev,chechen,804277603.0,804277603.0,C,,
44728,Supyan Abdullayev,chechen,804277842.0,804277842.0,Start,,
44729,Zelimkhan Yandarbiyev,chechen,804279009.0,804279009.0,C,,
44730,Aslan Maskhadov,chechen,804279119.0,804279119.0,C,,
44731,Abdul-Halim Sadulayev,chechen,804279165.0,804279165.0,C,,
44732,Dokka Umarov,chechen,804279341.0,804279341.0,B,,
44733,Tapa Tchermoeff,chechen,804557776.0,804557776.0,Start,,
44734,Umar Dzhabrailov,chechen,805794113.0,805794113.0,B,,
44735,Ramzan Kadyrov,chechen,805869321.0,805869321.0,GA,,
44736,Idris Gaibov,chechen,807180397.0,807180397.0,Stub,,
44737,Ruslan Alikhadzhiyev,chechen,807354708.0,807354708.0,Start,,
44738,Ruslan Yamadayev,chechen,807454176.0,807454176.0,C,,
44966,Terry Le Main,jersey,708727189.0,708727189.0,Start,,
44967,Paul Routier,jersey,708727221.0,708727221.0,Start,,
44968,Mike Vibert,jersey,708766654.0,708766654.0,Start,,
44969,Sean Power (Jersey),jersey,710334019.0,710334019.0,Stub,,
44970,Leonard Norman,jersey,710503170.0,710503170.0,Start,,
44971,Ben Shenton,jersey,717911161.0,717911161.0,Start,,
44972,Robert Le Masurier,jersey,720430005.0,720430005.0,Stub,,
44973,Kevin C. Lewis,jersey,722988899.0,722988899.0,Stub,,
44974,Rob Duhamel,jersey,724891592.0,724891592.0,Stub,,
44975,Patrick J. D. Ryan,jersey,725737326.0,725737326.0,Stub,,
44976,Philippe de Carteret II,jersey,737014330.0,737014330.0,Start,,
44977,Connétable (Jersey and Guernsey),jersey,740998059.0,740998059.0,Start,,
44978,Alan J. H. Maclean,jersey,742413962.0,742413962.0,Stub,,
44979,Michel Couriard,jersey,745348113.0,745348113.0,Start,,
44980,Guy de Faye,jersey,754330569.0,754330569.0,Start,,
44981,Vernon Tomes,jersey,766480006.0,766480006.0,Stub,,
44982,Philip Bailhache,jersey,773230341.0,773230341.0,C,,
44983,Jean Poingdestre,jersey,773316732.0,773316732.0,Start,,
44984,Peter Hanning,jersey,774568909.0,774568909.0,Start,,
44985,Dean of Jersey,jersey,784051930.0,784051930.0,Start,,
44986,"Alexander Coutanche, Baron Coutanche",jersey,784462137.0,784462137.0,C,,
44987,Terry Le Sueur,jersey,784849252.0,784849252.0,Stub,,
44988,Don Filleul,jersey,786175308.0,786175308.0,Stub,,
44989,Augustus Asplet Le Gros,jersey,787012860.0,787012860.0,Start,,
44990,Philippe Langlois,jersey,787046159.0,787046159.0,Stub,,
44991,Sarah Craig Ferguson,jersey,787955357.0,787955357.0,Stub,,
44992,Wendy Kinnard,jersey,787955613.0,787955613.0,Stub,,
44993,Iris Le Feuvre,jersey,787956265.0,787956265.0,Start,,
44994,Judy Martin (politician),jersey,787956300.0,787956300.0,Stub,,
44995,Kristina Moore,jersey,787956364.0,787956364.0,Start,,
44996,Susan Pinel,jersey,787956392.0,787956392.0,Stub,,
44997,Shona Pitman,jersey,787956492.0,787956492.0,Stub,,
44998,Anne Pryke,jersey,787956513.0,787956513.0,Stub,,
44999,Corrie Stein,jersey,787956597.0,787956597.0,Stub,,
45000,Tracey Vallois,jersey,787957954.0,787957954.0,Stub,,
45001,"Sir Philip Carteret, 1st Baronet",jersey,789753704.0,789753704.0,Stub,,
45002,"Sir Philip Carteret, 2nd Baronet",jersey,789753711.0,789753711.0,Stub,,
45003,"Henry Carteret, 1st Baron Carteret",jersey,790484914.0,790484914.0,C,,
45004,Frank Walker (Jersey politician),jersey,792567273.0,792567273.0,Start,,
45005,Carolyn Labey,jersey,793221391.0,793221391.0,Stub,,
45006,Cecil Stanley Harrison,jersey,793405839.0,793405839.0,Stub,,
45007,List of Bailiffs of Jersey,jersey,795069319.0,795069319.0,Start,,
45008,John Le Couteur,jersey,795676915.0,795676915.0,C,,
45009,Jim Perchard,jersey,796095584.0,796095584.0,Start,,
45010,Bryan Ian Le Marquand,jersey,796170389.0,796170389.0,Start,,
45011,Andrew Green (Jersey politician),jersey,797693636.0,797693636.0,Stub,,
45012,Geraint Jennings,jersey,797746493.0,797746493.0,Start,,
45013,Ian Gorst,jersey,798244483.0,798244483.0,Start,,
45014,George Carteret,jersey,799514955.0,799514955.0,C,,
45015,Stuart Syvret,jersey,800714278.0,800714278.0,GA,,
45016,Edward Trevor (Jersey),jersey,801172575.0,801172575.0,Start,,
45017,Philip Ozouf Jr,jersey,801284949.0,801284949.0,C,,
45018,Peter Crill,jersey,802532217.0,802532217.0,C,,
45019,"John Carteret, 2nd Earl Granville",jersey,802912550.0,802912550.0,C,,
45020,Darius J. Pearce,jersey,803416400.0,803416400.0,C,,
45021,Alan Simon Crowcroft,jersey,804372746.0,804372746.0,Start,,
45022,William Bailhache,jersey,805135198.0,805135198.0,Stub,,
45023,Michael Birt (barrister),jersey,805136001.0,805136001.0,Start,,
45024,Frank Ereaut,jersey,805136113.0,805136113.0,Start,,
45025,Robert Pipon Marett,jersey,805136184.0,805136184.0,Start,,
45026,Freddie Cohen,jersey,805499715.0,805499715.0,C,,
45347,Mike Torode,guernsey,710546915.0,710546915.0,Stub,,
45348,Laurie Morgan,guernsey,719122168.0,719122168.0,Stub,,
45349,Peter Harwood,guernsey,722295712.0,722295712.0,Stub,,
45350,Martin Storey (politician),guernsey,722806951.0,722806951.0,Stub,,
45351,William Carey (Bailiff of Guernsey),guernsey,725970969.0,725970969.0,Stub,,
45352,David Jones (Guernsey politician),guernsey,729428763.0,729428763.0,Stub,,
45353,Lyndon Trott,guernsey,742737553.0,742737553.0,Stub,,
45354,Jonathan Le Tocq,guernsey,742872067.0,742872067.0,Start,,
45355,Graham Dorey,guernsey,742872751.0,742872751.0,Stub,,
45356,De Vic Carey,guernsey,748457839.0,748457839.0,Start,,
45357,Bailiff of Guernsey,guernsey,762910285.0,762910285.0,GA,,
45358,Ambrose Sherwill,guernsey,768625520.0,768625520.0,C,,
45359,Geoffrey Rowland,guernsey,784691815.0,784691815.0,Start,,
45360,List of Bailiffs of Guernsey,guernsey,784770354.0,784770354.0,Start,,
45361,Diane Lewis (Guernsey legislator),guernsey,787954113.0,787954113.0,Stub,,
45362,Wendy Morgan (politician),guernsey,787954138.0,787954138.0,Stub,,
45363,Peter de Havilland,guernsey,788446515.0,788446515.0,C,,
45364,Gavin St Pier,guernsey,789938377.0,789938377.0,Stub,,
45365,Francis Weston,guernsey,791169532.0,791169532.0,C,,
45366,Richard Collas,guernsey,792424069.0,792424069.0,Start,,
45367,Victor Carey,guernsey,793355768.0,793355768.0,C,,
45368,Daniel de Lisle Brock,guernsey,798315235.0,798315235.0,C,,
45369,Richard Weston (treasurer),guernsey,802409654.0,802409654.0,C,,
45370,Havilland de Sausmarez,guernsey,804532628.0,804532628.0,Start,,
45371,Edmund Andros,guernsey,805755298.0,805755298.0,B,,
45503,Henri Beaujean,guadeloupe,713324685.0,713324685.0,Stub,,
45504,Jean Julien Angot des Rotours,guadeloupe,718041739.0,718041739.0,Start,,
45505,Jules Ninine,guadeloupe,720032116.0,720032116.0,Stub,,
45506,Furcie Tirolien,guadeloupe,720040455.0,720040455.0,Stub,,
45507,Henri Bangou,guadeloupe,720040633.0,720040633.0,Stub,,
45508,Dominique Larifla,guadeloupe,720040679.0,720040679.0,Stub,,
45509,Georges Dagonia,guadeloupe,720040713.0,720040713.0,Stub,,
45510,François Louisy,guadeloupe,720040739.0,720040739.0,Stub,,
45511,Édouard Chammougon,guadeloupe,720047704.0,720047704.0,Stub,,
45512,Léopold Hélène,guadeloupe,720055613.0,720055613.0,Stub,,
45513,Leo Andy,guadeloupe,720055699.0,720055699.0,Stub,,
45514,José Moustache,guadeloupe,720055763.0,720055763.0,Stub,,
45515,Frédéric Jalton,guadeloupe,720055814.0,720055814.0,Stub,,
45516,Rosan Girard,guadeloupe,720055877.0,720055877.0,Stub,,
45517,Armand Jean-François,guadeloupe,720055937.0,720055937.0,Stub,,
45518,Paul Valentino,guadeloupe,720117073.0,720117073.0,Stub,,
45519,Marcel Esdras,guadeloupe,720117155.0,720117155.0,Stub,,
45520,Mariani Maximin,guadeloupe,720117294.0,720117294.0,Stub,,
45521,Amédée Fengarol,guadeloupe,721660701.0,721660701.0,Stub,,
45522,René Toribio,guadeloupe,725882471.0,725882471.0,Start,,
45523,Patrice Tirolien,guadeloupe,729810276.0,729810276.0,Stub,,
45524,Hégésippe Légitimus,guadeloupe,748274502.0,748274502.0,C,,
45525,Louisy Mathieu,guadeloupe,748274939.0,748274939.0,Stub,,
45526,Jacques Bangou,guadeloupe,755313899.0,755313899.0,Stub,,
45527,Gaston Gerville-Réache,guadeloupe,757050656.0,757050656.0,Stub,,
45528,Sainte Suzanne Melvil-Bloncourt,guadeloupe,762128875.0,762128875.0,Stub,,
45529,List of colonial and departmental heads of Guadeloupe,guadeloupe,764397748.0,764397748.0,Start,,
45530,Paul Niger,guadeloupe,765272796.0,765272796.0,Stub,,
45531,Achille René-Boisneuf,guadeloupe,767102866.0,767102866.0,Start,,
45532,Paul Adolphe Marie Prosper Granier de Cassagnac,guadeloupe,767288808.0,767288808.0,Start,,
45533,Marcel Gargar,guadeloupe,783350704.0,783350704.0,Stub,,
45534,Ernest Moutoussamy,guadeloupe,787332894.0,787332894.0,Start,,
45535,Gerty Archimede,guadeloupe,787680195.0,787680195.0,Stub,,
45536,Médard Albrand,guadeloupe,788239179.0,788239179.0,Stub,,
45537,Joël Beaugendre,guadeloupe,788807612.0,788807612.0,Stub,,
45538,Hélène Vainqueur-Christophe,guadeloupe,788810121.0,788810121.0,Stub,,
45539,Gabrielle Louis-Carabin,guadeloupe,788814960.0,788814960.0,Stub,,
45540,Daniel Marsin,guadeloupe,788815849.0,788815849.0,Stub,,
45541,Pierre Monnerville,guadeloupe,788826068.0,788826068.0,Stub,,
45542,Lucius-Duquesnes Gustave,guadeloupe,788827709.0,788827709.0,Stub,,
45543,Lucien Bernier,guadeloupe,788827724.0,788827724.0,Stub,,
45544,Clovis Renaison,guadeloupe,788828762.0,788828762.0,Stub,,
45545,Albertine Baclet,guadeloupe,790100830.0,790100830.0,Stub,,
45546,Jacques Cornano,guadeloupe,791685556.0,791685556.0,Start,,
45547,Jacques Gillot,guadeloupe,791685684.0,791685684.0,Stub,,
45548,Thomas Dundas (British Army officer),guadeloupe,793286976.0,793286976.0,Start,,
45549,Maurice Satineau,guadeloupe,793353218.0,793353218.0,Stub,,
45550,Raymond Guilliod,guadeloupe,794067588.0,794067588.0,Stub,,
45551,Gratien Candace,guadeloupe,806546383.0,806546383.0,Start,,
45827,Joseph Lambert Eustace,saint vincent and the grenadines,716335437.0,716335437.0,Start,,
45828,Duvalle,saint vincent and the grenadines,725462724.0,725462724.0,Start,,
45829,Charles Antrobus,saint vincent and the grenadines,739296460.0,739296460.0,Stub,,
45830,David Emmanuel Jack,saint vincent and the grenadines,745928420.0,745928420.0,Stub,,
45831,Sydney Gun-Munro,saint vincent and the grenadines,762906552.0,762906552.0,Stub,,
45832,Frederick Ballantyne,saint vincent and the grenadines,770827509.0,770827509.0,C,,
45833,Terrance Ollivierre,saint vincent and the grenadines,770829069.0,770829069.0,Start,,
45834,Milton Cato,saint vincent and the grenadines,771015590.0,771015590.0,Start,,
45835,Henry Harvey Williams,saint vincent and the grenadines,784724223.0,784724223.0,Start,,
45836,Monica Dacon,saint vincent and the grenadines,784784479.0,784784479.0,Start,,
45837,Camillo Gonsalves,saint vincent and the grenadines,787976333.0,787976333.0,Start,,
45838,Alphonso Theodore Roberts,saint vincent and the grenadines,788672768.0,788672768.0,Start,,
45839,Arnhim Eustace,saint vincent and the grenadines,789761357.0,789761357.0,Start,,
45840,Joseph Chatoyer,saint vincent and the grenadines,795283194.0,795283194.0,Start,,
45841,Louis Straker,saint vincent and the grenadines,795343481.0,795343481.0,Start,,
45842,List of Prime Ministers of Saint Vincent and the Grenadines,saint vincent and the grenadines,797760926.0,797760926.0,Start,,
45843,Ebenezer Joshua,saint vincent and the grenadines,798864996.0,798864996.0,Start,,
45844,James Fitz-Allen Mitchell,saint vincent and the grenadines,800257111.0,800257111.0,Start,,
45845,Inga Rhonda King,saint vincent and the grenadines,800881284.0,800881284.0,Start,,
45846,Governor-General of Saint Vincent and the Grenadines,saint vincent and the grenadines,801288101.0,801288101.0,Stub,,
45847,Ralph Gonsalves,saint vincent and the grenadines,804164057.0,804164057.0,C,,
45848,Stanislav Kochiev,south ossetian,717215546.0,717215546.0,Start,,
45849,Valeriy Hubulov,south ossetian,717241760.0,717241760.0,Start,,
45850,Rostislav Khugayev,south ossetian,721687759.0,721687759.0,Stub,,
45851,Boris Chochiev,south ossetian,748071193.0,748071193.0,Stub,,
45852,Yury Morozov,south ossetian,749962491.0,749962491.0,Start,,
45853,Aleksandr Shavlokhov,south ossetian,760473086.0,760473086.0,Stub,,
45854,Merab Chigoev,south ossetian,760473130.0,760473130.0,Stub,,
45855,Gerasim Khugayev,south ossetian,760473192.0,760473192.0,Start,,
45856,Igor Sanakoyev,south ossetian,760473237.0,760473237.0,Stub,,
45857,Zurab Kokoyev,south ossetian,760473273.0,760473273.0,Stub,,
45858,Lyudvig Chibirov,south ossetian,766130279.0,766130279.0,Stub,,
45859,Aslanbek Bulatsev,south ossetian,789950396.0,789950396.0,Start,,
45860,President of South Ossetia,south ossetian,795669553.0,795669553.0,Start,,
45861,Prime Minister of South Ossetia,south ossetian,797825875.0,797825875.0,Start,,
45862,Leonid Tibilov,south ossetian,799335775.0,799335775.0,Start,,
45863,Eduard Kokoity,south ossetian,801087048.0,801087048.0,C,,
45864,Dmitry Sanakoyev,south ossetian,801560549.0,801560549.0,Start,,
45865,Vadim Brovtsev,south ossetian,802882186.0,802882186.0,C,,
45866,Tou Travel Ariki,cook island,717545630.0,717545630.0,Stub,,
45867,Piho Rua,cook island,717593716.0,717593716.0,Start,,
45868,Robert Woonton,cook island,717897925.0,717897925.0,Start,,
45869,Ngereteina Puna,cook island,719186872.0,719186872.0,Stub,,
45870,List of Presidents of the House of Ariki,cook island,728378933.0,728378933.0,Stub,,
45871,Tangaroa Tangaroa,cook island,737975585.0,737975585.0,Start,,
45872,Speaker of the Cook Islands Parliament,cook island,755442454.0,755442454.0,Start,,
45873,Maria Heather,cook island,757064438.0,757064438.0,Stub,,
45874,Tetangi Matapo,cook island,757064793.0,757064793.0,Stub,,
45875,Selina Napa,cook island,757064845.0,757064845.0,Stub,,
45876,Dorice Reid,cook island,757065079.0,757065079.0,B,,
45877,Ngai Tupa,cook island,757065152.0,757065152.0,Stub,,
45878,Cassey Eggelton,cook island,757540405.0,757540405.0,Stub,,
45879,Norman George,cook island,763769083.0,763769083.0,Start,,
45880,John Tangi,cook island,763769086.0,763769086.0,Stub,,
45881,Vai Peua,cook island,763769088.0,763769088.0,Stub,,
45882,Teariki Heather,cook island,763769233.0,763769233.0,Start,,
45883,George Angene,cook island,763769688.0,763769688.0,Stub,,
45884,Albert (Peto) Nicholas,cook island,763770488.0,763770488.0,Stub,,
45885,Tupou Faireka,cook island,763774025.0,763774025.0,Stub,,
45886,Mark Brown (Cook Islands),cook island,763774066.0,763774066.0,Stub,,
45887,Nandi Glassie,cook island,763774069.0,763774069.0,Stub,,
45888,Apii Piho,cook island,763775030.0,763775030.0,Stub,,
45889,Winton Pickering,cook island,763775034.0,763775034.0,Stub,,
45890,Albert Nicholas (Cook Islands),cook island,763775035.0,763775035.0,Stub,,
45891,Vincent Ingram,cook island,763775867.0,763775867.0,Start,,
45892,Terepai Maoate Jnr,cook island,763775893.0,763775893.0,Stub,,
45893,Toanui Isamaela,cook island,763776103.0,763776103.0,Stub,,
45894,Tangata Vavia,cook island,763776191.0,763776191.0,Start,,
45895,Taunga Toka,cook island,763776193.0,763776193.0,Stub,,
45896,Teremoana Tapi Taio,cook island,763776229.0,763776229.0,Start,,
45897,Tepure Tapaitau,cook island,763776231.0,763776231.0,Start,,
45898,Mapu Taia,cook island,763776235.0,763776235.0,Stub,,
45899,Pupuke Robati,cook island,763776270.0,763776270.0,Start,,
45900,Wilkie Rasmussen,cook island,763776271.0,763776271.0,Start,,
45901,Tai Tura,cook island,763776737.0,763776737.0,Stub,,
45902,Tekii Lazaro,cook island,763776768.0,763776768.0,Stub,,
45903,Kura Strickland,cook island,763776806.0,763776806.0,Stub,,
45904,Mii Parima,cook island,763776808.0,763776808.0,Stub,,
45905,Joe Williams (Cook Islands politician),cook island,763776856.0,763776856.0,Start,,
45906,Kiriau Turepu,cook island,763776860.0,763776860.0,Stub,,
45907,Inatio Akaruru,cook island,766806728.0,766806728.0,Start,,
45908,Terepai Maoate,cook island,767048874.0,767048874.0,Start,,
45909,Deputy Prime Minister of the Cook Islands,cook island,767048881.0,767048881.0,Start,,
45910,Atatoa Herman,cook island,767994335.0,767994335.0,Stub,,
45911,Kete Ioane,cook island,778717694.0,778717694.0,Start,,
45912,Tom Davis (Cook Islands politician),cook island,778763952.0,778763952.0,C,,
45913,Niki Rattle,cook island,778789714.0,778789714.0,Stub,,
45914,Frederick Tutu Goodwin,cook island,784686871.0,784686871.0,Start,,
45915,Ngamau Munokoa,cook island,784786128.0,784786128.0,Start,,
45916,Henry Puna,cook island,786648340.0,786648340.0,C,,
45917,Moana Ioane,cook island,787050138.0,787050138.0,Stub,,
45918,Marguerite Story,cook island,787227714.0,787227714.0,Start,,
45919,Apenera Short,cook island,788240713.0,788240713.0,Start,,
45920,Mana Strickland,cook island,788499686.0,788499686.0,Start,,
45921,William (Smiley) Heather,cook island,788897273.0,788897273.0,Start,,
45922,Rose Toki-Brown,cook island,788897549.0,788897549.0,Stub,,
45923,Teina Bishop,cook island,788898457.0,788898457.0,Start,,
45924,Pumati Israela,cook island,788899523.0,788899523.0,Stub,,
45925,Robert Wigmore,cook island,794802546.0,794802546.0,Start,,
45926,Pukeiti Pukeiti,cook island,794802590.0,794802590.0,Stub,,
45927,John Henry (Cook Islands politician),cook island,797303432.0,797303432.0,Stub,,
45928,Geoffrey Henry,cook island,797303508.0,797303508.0,Start,,
45929,Albert Henry (politician),cook island,797303536.0,797303536.0,C,,
45930,Jim Marurai,cook island,799769949.0,799769949.0,C,,
45931,Pa Tepaeru Terito Ariki,cook island,805657875.0,805657875.0,C,,
45932,Tom Marsters,cook island,806739780.0,806739780.0,Start,,
46077,Hilal Al Sarmi,omani,717915660.0,717915660.0,Stub,,
46078,Mohammed Al Rumhi,omani,722258362.0,722258362.0,Stub,,
46079,Yahya Al Khusaibi,omani,726862168.0,726862168.0,Stub,,
46080,Sayyid Badr bin Hamad bin Hamood AlBusaidi,omani,729426899.0,729426899.0,Start,,
46081,Fahd bin Mahmoud al Said,omani,757164616.0,757164616.0,Stub,,
46082,Rawya Saud Al Busaidi,omani,760558966.0,760558966.0,Stub,,
46083,"Azzan bin Qais, Sultan of Muscat and Oman",omani,767183600.0,767183600.0,Stub,,
46084,Taimur bin Feisal,omani,767885927.0,767885927.0,Start,,
46085,"Turki bin Said, Sultan of Muscat and Oman",omani,774877670.0,774877670.0,Start,,
46086,Badr bin Saud al Busaidi,omani,783116680.0,783116680.0,Stub,,
46087,"Salim bin Thuwaini, Sultan of Muscat and Oman",omani,787929352.0,787929352.0,Start,,
46088,Rahila Al Riyami,omani,788828342.0,788828342.0,Stub,,
46089,List of rulers of Oman,omani,789761641.0,789761641.0,B,,
46090,Malek Bin Sulaiman Al Ma'amari,omani,794599835.0,794599835.0,Stub,,
46091,"Said bin Sultan, Sultan of Muscat and Oman",omani,794725141.0,794725141.0,C,,
46092,Yusuf bin Alawi bin Abdullah,omani,797805284.0,797805284.0,Start,,
46093,Samira bint Mohamed Al-Moosa,omani,797947292.0,797947292.0,Stub,,
46094,Moosa AbdulRahman Hassan,omani,799540696.0,799540696.0,C,,
46095,Abdullah Al Saidi,omani,801364408.0,801364408.0,Stub,,
46096,Said bin Taimur,omani,802317488.0,802317488.0,C,,
46097,"Faisal bin Turki, Sultan of Muscat and Oman",omani,803929525.0,803929525.0,Start,,
46098,"Thuwaini bin Said, Sultan of Muscat and Oman",omani,806665440.0,806665440.0,Stub,,
46099,Qaboos bin Said al Said,omani,806904421.0,806904421.0,C,,
46100,Haitham bin Tariq Al Said,omani,807451487.0,807451487.0,Stub,,
46149,John Allen (diplomat),tokelauan,720435378.0,720435378.0,Stub,,
46150,Neil Walter,tokelauan,732100626.0,732100626.0,Start,,
46151,Tim Francis,tokelauan,744394596.0,744394596.0,Stub,,
46152,Duncan MacIntyre (New Zealand politician),tokelauan,770994352.0,770994352.0,C,,
46153,Russell Marshall,tokelauan,771460602.0,771460602.0,C,,
46154,Guy Powles,tokelauan,786375181.0,786375181.0,C,,
46155,Salesio Lui,tokelauan,790644183.0,790644183.0,Stub,,
46156,Kuresa Nasau,tokelauan,790644216.0,790644216.0,Stub,,
46157,Patuki Isaako,tokelauan,790644404.0,790644404.0,Stub,,
46158,Kolouei O'Brien,tokelauan,790647368.0,790647368.0,Stub,,
46159,Afega Gaualofa,tokelauan,795631781.0,795631781.0,Stub,,
46160,Siopili Perez,tokelauan,795633170.0,795633170.0,Stub,,
46161,David Payton,tokelauan,799209983.0,799209983.0,Stub,,
46162,Head of Government of Tokelau,tokelauan,801375710.0,801375710.0,Start,,
46163,Falima Teao,tokelauan,801630990.0,801630990.0,Stub,,
46164,Jonathan Kings,tokelauan,806257719.0,806257719.0,Stub,,
46165,Administrator of Tokelau,tokelauan,806258588.0,806258588.0,Start,,
46186,Themba N. Masuku,swaziland,723121670.0,723121670.0,Stub,,
46187,Moses Mathendele Dlamini,swaziland,747579157.0,747579157.0,Start,,
46188,Constance Simelane,swaziland,757540600.0,757540600.0,C,,
46189,Ntfombi of Swaziland,swaziland,785654533.0,785654533.0,C,,
46190,Bheki Dlamini,swaziland,790010530.0,790010530.0,Stub,,
46191,Bhekimpi Dlamini,swaziland,790010540.0,790010540.0,Stub,,
46192,Jameson Mbilini Dlamini,swaziland,790010556.0,790010556.0,Stub,,
46193,Lutfo Dlamini,swaziland,790010558.0,790010558.0,Stub,,
46194,Mabandla Dlamini,swaziland,790010563.0,790010563.0,Stub,,
46195,Makhosini Dlamini,swaziland,790010573.0,790010573.0,Stub,,
46196,Mphiwa Dlamini,swaziland,790010577.0,790010577.0,Stub,,
46197,Obed Dlamini,swaziland,790010578.0,790010578.0,Stub,,
46198,Paul Dlamini,swaziland,790010579.0,790010579.0,Stub,,
46199,Themba Dlamini,swaziland,790010705.0,790010705.0,Stub,,
46200,Njabulo Mabuza,swaziland,790010716.0,790010716.0,Stub,,
